"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Daliri M.; Kamrani E.; Paighambari S.Y.","Daliri, Moslem (54893635400); Kamrani, Ehsan (26667851800); Paighambari, S. Yousef (54417876800)","54893635400; 26667851800; 54417876800","Illegal shrimp fishing in Hormozgan inshore waters of the Persian Gulf","2015","Egyptian Journal of Aquatic Research","41","4","","345","352","7","9","10.1016/j.ejar.2015.11.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958763025&doi=10.1016%2fj.ejar.2015.11.007&partnerID=40&md5=0150ced7388360b6e06fef6e3c8afbeb","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84958763025"
"Izquierdo-Gomez D.; Sanchez-Jerez P.; Bayle-Sempere J.T.; Loader N.J.; Garcia de Leaniz C.","Izquierdo-Gomez, D. (55441290500); Sanchez-Jerez, P. (6603640199); Bayle-Sempere, J.T. (6505967394); Loader, N.J. (6603335688); Garcia de Leaniz, C. (15623072100)","55441290500; 6603640199; 6505967394; 6603335688; 15623072100","Effects of coastal fish farms on body size and isotope composition of wild penaeid prawn","2015","Fisheries Research","172","","","50","56","6","9","10.1016/j.fishres.2015.06.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937205098&doi=10.1016%2fj.fishres.2015.06.017&partnerID=40&md5=538759defe98df45328a41a1934a5e47","Article","Final","","Scopus","2-s2.0-84937205098"
"Madeira D.; Narciso L.; Cabral H.N.; Vinagre C.; Diniz M.S.","Madeira, D. (54401593300); Narciso, L. (6701859473); Cabral, H.N. (7006073782); Vinagre, C. (6603872269); Diniz, M.S. (8980557700)","54401593300; 6701859473; 7006073782; 6603872269; 8980557700","HSP70 production patterns in coastal and estuarine organisms facing increasing temperatures","2012","Journal of Sea Research","73","","","137","147","10","52","10.1016/j.seares.2012.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864804229&doi=10.1016%2fj.seares.2012.07.003&partnerID=40&md5=624593c81414f34f12c75badd4d0ba1b","Article","Final","","Scopus","2-s2.0-84864804229"
"Chouvelon T.; Caurant F.; Cherel Y.; Simon-Bouhet B.; Spitz J.; Bustamante P.","Chouvelon, T. (24479668100); Caurant, F. (6603600916); Cherel, Y. (7006288139); Simon-Bouhet, B. (56022617100); Spitz, J. (16025487800); Bustamante, P. (7005942456)","24479668100; 6603600916; 7006288139; 56022617100; 16025487800; 7005942456","Species-and size-related patterns in stable isotopes and mercury concentrations in fish help refine marine ecosystem indicators and provide evidence for distinct management units for hake in the Northeast Atlantic","2014","ICES Journal of Marine Science","71","5","","1073","1087","14","38","10.1093/icesjms/fst199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895873231&doi=10.1093%2ficesjms%2ffst199&partnerID=40&md5=7a89d88851a1e87e82208864f7ee3f9d","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84895873231"
"Carter M.","Carter, Melissa (7401514527)","7401514527","Subsistence shell fishing in NW Santa Isabel, Solomon Islands: Ethnoarchaeology and the identification of two polymesoda (Solander 1786) species","2014","Ethnoarchaeology","6","1","","40","60","20","5","10.1179/1944289013Z.00000000013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928413131&doi=10.1179%2f1944289013Z.00000000013&partnerID=40&md5=35c9ee0f54c6234a5cf215632f5eabcf","Article","Final","","Scopus","2-s2.0-84928413131"
"Trumpy E.; Coro G.; Manzella A.; Pagano P.; Castelli D.; Calcagno P.; Nador A.; Bragasson T.; Grellet S.; Siddiqi G.","Trumpy, Eugenio (55270175500); Coro, Gianpaolo (13104305800); Manzella, Adele (6602513113); Pagano, Pasquale (7005262903); Castelli, Donatella (7005957434); Calcagno, Philippe (21741705400); Nador, Annamaria (8760283500); Bragasson, Thorvaldur (56922101000); Grellet, Sylvain (56922056800); Siddiqi, Gunter (6603294552)","55270175500; 13104305800; 6602513113; 7005262903; 7005957434; 21741705400; 8760283500; 56922101000; 56922056800; 6603294552","Building a European geothermal information network using a distributed e-Infrastructure","2016","International Journal of Digital Earth","9","5","","499","519","20","4","10.1080/17538947.2015.1073378","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945207941&doi=10.1080%2f17538947.2015.1073378&partnerID=40&md5=036c6d1923376696630bae0af4e745a5","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84945207941"
"Christensen V.; Maclean J.","Christensen, Villy (7102413844); Maclean, Jay (57209124712)","7102413844; 57209124712","Ecosystem approaches to fisheries: A global perspective","2011","Ecosystem Approaches to Fisheries: A Global Perspective","9780521113052","","","1","325","324","34","10.1017/CBO9780511920943","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925136912&doi=10.1017%2fCBO9780511920943&partnerID=40&md5=ebd5f5bbbe2678788a0d5562b15d012a","Book","Final","","Scopus","2-s2.0-84925136912"
"Devi P.L.; Joseph A.","Devi, P. Lakshmi (57194197627); Joseph, Aneykutty (57195670272)","57194197627; 57195670272","On the record of herring bow crab Varuna litterata (Fabricius, 1798) from Cochin Backwaters, India","2017","Indian Journal of Geo-Marine Sciences","46","5","","995","999","4","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019058169&partnerID=40&md5=cdcf36dfbd26972d893d775c2fcd634b","Article","Final","","Scopus","2-s2.0-85019058169"
"Grüss A.; Schirripa M.J.; Chagaris D.; Drexler M.; Simons J.; Verley P.; Shin Y.-J.; Karnauskas M.; Oliveros-Ramos R.; Ainsworth C.H.","Grüss, Arnaud (35784242000); Schirripa, Michael J. (6602781045); Chagaris, David (56150981800); Drexler, Michael (55697939300); Simons, James (55938976000); Verley, Philippe (23986521400); Shin, Yunne-Jai (7402816212); Karnauskas, Mandy (36552494300); Oliveros-Ramos, Ricardo (36858844200); Ainsworth, Cameron H. (8728699400)","35784242000; 6602781045; 56150981800; 55697939300; 55938976000; 23986521400; 7402816212; 36552494300; 36858844200; 8728699400","Evaluation of the trophic structure of the West Florida Shelf in the 2000s using the ecosystem model OSMOSE","2015","Journal of Marine Systems","144","","","30","47","17","36","10.1016/j.jmarsys.2014.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916887285&doi=10.1016%2fj.jmarsys.2014.11.004&partnerID=40&md5=14bf503b071dd491abf6ce69a39de582","Article","Final","","Scopus","2-s2.0-84916887285"
"Chouvelon T.; Spitz J.; Caurant F.; Mèndez-Fernandez P.; Chappuis A.; Laugier F.; Le Goff E.; Bustamante P.","Chouvelon, T. (24479668100); Spitz, J. (16025487800); Caurant, F. (6603600916); Mèndez-Fernandez, P. (46661252300); Chappuis, A. (55045166400); Laugier, F. (57188761309); Le Goff, E. (15745317500); Bustamante, P. (7005942456)","24479668100; 16025487800; 6603600916; 46661252300; 55045166400; 57188761309; 15745317500; 7005942456","Revisiting the use of δ15N in meso-scale studies of marine food webs by considering spatio-temporal variations in stable isotopic signatures - The case of an open ecosystem: The Bay of Biscay (North-East Atlantic)","2012","Progress in Oceanography","101","1","","92","105","13","88","10.1016/j.pocean.2012.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861454798&doi=10.1016%2fj.pocean.2012.01.004&partnerID=40&md5=fa7e0b9dee521753964c41bc041bd903","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84861454798"
"Hallett C.S.; Daley R.K.","Hallett, Chris S. (36994667400); Daley, Ross K. (7004960374)","36994667400; 7004960374","Feeding ecology of the southern lanternshark (Etmopterus baxteri) and the brown lanternshark (E. unicolor) off southeastern Australia","2011","ICES Journal of Marine Science","68","1","","157","165","8","16","10.1093/icesjms/fsq143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951984539&doi=10.1093%2ficesjms%2ffsq143&partnerID=40&md5=7a808242d1deb8b17d983d404ac1f666","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-79951984539"
"Nel H.A.; Perissinotto R.; Taylor R.H.","Nel, H.A. (55252338000); Perissinotto, R. (7005564637); Taylor, R.H. (14120595500)","55252338000; 7005564637; 14120595500","Diversity of bivalve molluscs in the St Lucia Estuary, with an annotated and illustrated checklist","2012","African Invertebrates","53","2","","503","525","22","15","10.5733/afin.053.0210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870264757&doi=10.5733%2fafin.053.0210&partnerID=40&md5=151068a2f9c348a25e02d6d28cbc0b61","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84870264757"
"Siddique M.A.M.; Arshad A.; Amin S.M.N.","Siddique, Mohammad Abdul Momin (55149860000); Arshad, Aziz (55609179200); Amin, S. M. Nurul (6505459163)","55149860000; 55609179200; 6505459163","Length-weight relationships of the tropical cephalopod Uroteuthis chinensis (Gray, 1849) from Sabah, Malaysia","2014","Zoology and Ecology","24","3","","215","218","3","10","10.1080/21658005.2014.934515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924289540&doi=10.1080%2f21658005.2014.934515&partnerID=40&md5=c51272d36839a8d538ab18c3022ec5fd","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84924289540"
"Moutopoulos D.K.; Libralato S.; Solidoro C.; Erzini K.; Stergiou K.I.","Moutopoulos, Dimitrios K. (6507317714); Libralato, Simone (12142364900); Solidoro, Cosimo (56033907500); Erzini, Karim (7004015948); Stergiou, Konstantinos I. (7004495439)","6507317714; 12142364900; 56033907500; 7004015948; 7004495439","Effect of landings data disaggregation on ecological indicators","2014","Marine Ecology Progress Series","509","","","27","38","11","7","10.3354/meps10856","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907393813&doi=10.3354%2fmeps10856&partnerID=40&md5=4075070b0ade502b923c85a2b53aa955","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84907393813"
"Afiati N.; Nusari D.M.; Subagiyo","Afiati, Norma (57194376759); Nusari, Dewi Megapuspa (57194785784); Subagiyo (57204206157)","57194376759; 57194785784; 57204206157","Allometric study of Urotheutis (Photololigo) duvauceli (d’Orbigny 1835) from Northern Coast of Java, Indonesia","2017","Proceedings of the Pakistan Academy of Sciences: Part B","54","1B","","21","27","6","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022175583&partnerID=40&md5=8fb6ff6e0007f6986e8d104f1e8f9ce0","Article","Final","","Scopus","2-s2.0-85022175583"
"Uyeno D.","Uyeno, Daisuke (24336801100)","24336801100","Copepods (Cyclopoida) associated with top shells (Vestigastropoda: Trochoidea: Tegulidae) from coastal waters in southern Japan, with descriptions of three new species","2016","Zootaxa","4200","1","","109","130","21","2","10.11646/zootaxa.4200.1.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000885294&doi=10.11646%2fzootaxa.4200.1.4&partnerID=40&md5=e9e498125beb0433e86a3a61a5c2a370","Article","Final","","Scopus","2-s2.0-85000885294"
"Marra S.; Coppa S.; Camedda A.; Massaro G.; De Lucia G.A.","Marra, Stefano (7006785496); Coppa, Stefania (36598270200); Camedda, Andrea (55975968100); Massaro, Giorgio (36623050300); De Lucia, G. Andrea (36622930600)","7006785496; 36598270200; 55975968100; 36623050300; 36622930600","The exploitation of limpets in a Mediterranean Marine Protected Area: Assessing the effectiveness of protection in the intertidal zone","2017","Mediterranean Marine Science","18","3","","406","423","17","10","10.12681/mms.2087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042698414&doi=10.12681%2fmms.2087&partnerID=40&md5=aa490f46241462048c7fbe1c773dcc9e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85042698414"
"Sswat M.; Gulliksen B.; Menn I.; Sweetman A.K.; Piepenburg D.","Sswat, M. (57211618256); Gulliksen, B. (6603942458); Menn, I. (56507252200); Sweetman, A.K. (23988071600); Piepenburg, D. (7003585128)","57211618256; 6603942458; 56507252200; 23988071600; 7003585128","Distribution and composition of the epibenthic megafauna north of Svalbard (Arctic)","2015","Polar Biology","38","6","","861","877","16","18","10.1007/s00300-015-1645-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929962466&doi=10.1007%2fs00300-015-1645-8&partnerID=40&md5=3c52c6533ad147dda91edb5791243a57","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84929962466"
"Coll M.; Steenbeek J.; Sole J.; Palomera I.; Christensen V.","Coll, Marta (57200581637); Steenbeek, Jeroen (26668052900); Sole, Jordi (57211064774); Palomera, Isabel (56069540900); Christensen, Villy (7102413844)","57200581637; 26668052900; 57211064774; 56069540900; 7102413844","Modelling the cumulative spatial-temporal effects of environmental drivers and fishing in a NW Mediterranean marine ecosystem","2016","Ecological Modelling","331","","","100","114","14","58","10.1016/j.ecolmodel.2016.03.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979492888&doi=10.1016%2fj.ecolmodel.2016.03.020&partnerID=40&md5=de336ac60c1a1949eb31c76541113138","Article","Final","","Scopus","2-s2.0-84979492888"
"Maureaud A.; Gascuel D.; Colléter M.; Palomares M.L.D.; Du Pontavice H.; Pauly D.; Cheung W.W.L.","Maureaud, Aurore (57195338866); Gascuel, Didier (6603501705); Colléter, Mathieu (37074216400); Palomares, Maria L. D. (6701408907); Du Pontavice, Hubert (57195336156); Pauly, Daniel (7007030396); Cheung, William W. L. (57201781940)","57195338866; 6603501705; 37074216400; 6701408907; 57195336156; 7007030396; 57201781940","Global change in the trophic functioning of marine food webs","2017","PLoS ONE","12","8","e0182826","","","","36","10.1371/journal.pone.0182826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027262778&doi=10.1371%2fjournal.pone.0182826&partnerID=40&md5=dd082a7cdcbba66314c31992957eeacb","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85027262778"
"Weatherdon L.V.; Ota Y.; Jones M.C.; Close D.A.; Cheung W.W.L.","Weatherdon, Lauren V. (57074132500); Ota, Yoshitaka (36183559300); Jones, Miranda C. (54684168600); Close, David A. (7006174151); Cheung, William W. L. (57201781940)","57074132500; 36183559300; 54684168600; 7006174151; 57201781940","Projected scenarios for coastal first nations' fisheries catch potential under climate change: Management challenges and opportunities","2016","PLoS ONE","11","1","e0145285","","","","46","10.1371/journal.pone.0145285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955289687&doi=10.1371%2fjournal.pone.0145285&partnerID=40&md5=f4e2b22842157aeaf06d4e377d34006a","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84955289687"
"Katsanevakis S.; Acar Ü.; Ammar I.; Balci B.A.; Bekas P.; Belmonte M.; Chintiroglou C.C.; Consoli P.; Dimiza M.; Fryganiotis K.; Gerovasileiou V.; Gnisci V.; Gülşahin N.; Hoffman R.; Issaris Y.; Izquierdo-Gomez D.; Izquierdo-Muñoz A.; Kavadas S.; Koehler L.; Konstantinidis E.; Mazza G.; Nowell G.; Önal U.; Özen M.R.; Pafilis P.; Pastore M.; Perdikaris C.; Poursanidis D.; Prato E.; Russo F.; Sicuro B.; Tarkan A.N.; Thessalou-Legaki M.; Tiralongo F.; Triantaphyllou M.; Tsiamis K.; Tunçer S.; Turan C.; Türker A.; Yapici S.","Katsanevakis, S. (55879579300); Acar, Ü. (55866023400); Ammar, I. (56723781500); Balci, B.A. (36150362600); Bekas, P. (6506979586); Belmonte, M. (35749429500); Chintiroglou, C.C. (35568823500); Consoli, P. (22933457800); Dimiza, M. (6505772220); Fryganiotis, K. (37661197200); Gerovasileiou, V. (55313619300); Gnisci, V. (55927690400); Gülşahin, N. (53879658800); Hoffman, R. (25931678000); Issaris, Y. (36084293400); Izquierdo-Gomez, D. (55441290500); Izquierdo-Muñoz, A. (55314389800); Kavadas, S. (15826621400); Koehler, L. (57200247200); Konstantinidis, E. (55188774200); Mazza, G. (55833845700); Nowell, G. (6701896478); Önal, U. (6506221116); Özen, M.R. (15074318000); Pafilis, P. (8982480100); Pastore, M. (7006409077); Perdikaris, C. (18537206800); Poursanidis, D. (36085250400); Prato, E. (9839178800); Russo, F. (56723532600); Sicuro, B. (12807840400); Tarkan, A.N. (16176758900); Thessalou-Legaki, M. (6602591774); Tiralongo, F. (57217980883); Triantaphyllou, M. (6601982150); Tsiamis, K. (6506463175); Tunçer, S. (26028993000); Turan, C. (7006237943); Türker, A. (56346875900); Yapici, S. (36639049200)","55879579300; 55866023400; 56723781500; 36150362600; 6506979586; 35749429500; 35568823500; 22933457800; 6505772220; 37661197200; 55313619300; 55927690400; 53879658800; 25931678000; 36084293400; 55441290500; 55314389800; 15826621400; 57200247200; 55188774200; 55833845700; 6701896478; 6506221116; 15074318000; 8982480100; 7006409077; 18537206800; 36085250400; 9839178800; 56723532600; 12807840400; 16176758900; 6602591774; 57217980883; 6601982150; 6506463175; 26028993000; 7006237943; 56346875900; 36639049200","New Mediterranean Biodiversity Records (October, 2014)","2014","Mediterranean Marine Science","15","3","","675","695","20","55","10.12681/mms.1123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924910750&doi=10.12681%2fmms.1123&partnerID=40&md5=c2e2392c3470ca02ee75125efd51ee57","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84924910750"
"Tassia M.G.; Cannon J.T.; Konikoff C.E.; Shenkar N.; Halanych K.M.; Swalla B.J.","Tassia, Michael G. (57191498189); Cannon, Johanna T. (23977755200); Konikoff, Charlotte E. (24778622600); Shenkar, Noa (8615703800); Halanych, Kenneth M. (7003606785); Swalla, Billie J. (57191567807)","57191498189; 23977755200; 24778622600; 8615703800; 7003606785; 57191567807","The global diversity of Hemichordata","2016","PLoS ONE","11","10","e0162564","","","","26","10.1371/journal.pone.0162564","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991088896&doi=10.1371%2fjournal.pone.0162564&partnerID=40&md5=57864c4a87e25d0bbd234d1149bcade4","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84991088896"
"Manaşirli M.","Manaşirli, M. (23493252000)","23493252000","Population dynamics of the Metapenaeus monoceros (Fabricius, 1798) in North-eastern Mediterranean Sea","2014","Iranian Journal of Fisheries Sciences","13","4","","955","966","11","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925013907&partnerID=40&md5=0cc12933d7eb3575ffeba96e20228f01","Article","Final","","Scopus","2-s2.0-84925013907"
"Chouvelon T.; Spitz J.; Caurant F.; Mèndez-Fernandez P.; Autier J.; Lassus-Débat A.; Chappuis A.; Bustamante P.","Chouvelon, T. (24479668100); Spitz, J. (16025487800); Caurant, F. (6603600916); Mèndez-Fernandez, P. (46661252300); Autier, J. (57510649200); Lassus-Débat, A. (55201344900); Chappuis, A. (55045166400); Bustamante, P. (7005942456)","24479668100; 16025487800; 6603600916; 46661252300; 57510649200; 55201344900; 55045166400; 7005942456","Enhanced bioaccumulation of mercury in deep-sea fauna from the Bay of Biscay (north-east Atlantic) in relation to trophic positions identified by analysis of carbon and nitrogen stable isotopes","2012","Deep-Sea Research Part I: Oceanographic Research Papers","65","","","113","124","11","88","10.1016/j.dsr.2012.02.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860378835&doi=10.1016%2fj.dsr.2012.02.010&partnerID=40&md5=ac52075797b32030a6ba86e53ec77b95","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84860378835"
"Kondilatos G.; Corsini-Foka M.; Pancucci-Papadopoulou M.-A.","Kondilatos, Gerasimos (57192665907); Corsini-Foka, Maria (28267578600); Pancucci-Papadopoulou, Maria-Antonietta (6506204367)","57192665907; 28267578600; 6506204367","Occurrence of the first non-indigenous ascidian Phallusia nigra Savigny, 1816 (Tunicata: Ascidiacea) in Greek waters","2010","Aquatic Invasions","5","2","","181","184","3","22","10.3391/ai.2010.5.2.08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954580972&doi=10.3391%2fai.2010.5.2.08&partnerID=40&md5=01fa5b51dac9df091cfcb276acf2348e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-79954580972"
"Armani A.; D'Amico P.; Castigliego L.; Betti B.; Gianfaldoni D.; Guidi A.; Gandini G.","Armani, Andrea (6602240100); D'Amico, Priscilla (55044490100); Castigliego, Lorenzo (6506810979); Betti, Barbara (55390690700); Gianfaldoni, Daniela (6508074090); Guidi, Alessandra (57197479948); Gandini, Gabriele (7102143468)","6602240100; 55044490100; 6506810979; 55390690700; 6508074090; 57197479948; 7102143468","Fishery products after Fukushima: Safety guarantees for EU consumers; [I prodotti ittici dopo fukushima: Le garanzie di sicurezza per il consumatore comunitario]","2012","Industrie Alimentari","51","527","","19","27","8","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867554160&partnerID=40&md5=26fc0576b00608cc2a1243a2a1028ceb","Article","Final","","Scopus","2-s2.0-84867554160"
"Coro G.; Magliozzi C.; Vanden Berghe E.; Bailly N.; Ellenbroek A.; Pagano P.","Coro, Gianpaolo (13104305800); Magliozzi, Chiara (56582279100); Vanden Berghe, Edward (14055078300); Bailly, Nicolas (6603449708); Ellenbroek, Anton (55850416000); Pagano, Pasquale (7005262903)","13104305800; 56582279100; 14055078300; 6603449708; 55850416000; 7005262903","Estimating absence locations of marine species from data of scientific surveys in OBIS","2016","Ecological Modelling","323","","","61","76","15","20","10.1016/j.ecolmodel.2015.12.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952944743&doi=10.1016%2fj.ecolmodel.2015.12.008&partnerID=40&md5=c4d6025ef47a00c4c02b4ccae063e4c7","Article","Final","","Scopus","2-s2.0-84952944743"
"Watson R.A.; Pauly D.","Watson, Reg A. (7403653519); Pauly, Daniel (7007030396)","7403653519; 7007030396","The changing face of global fisheries-The 1950s vs. the 2000s","2013","Marine Policy","42","","","1","4","3","28","10.1016/j.marpol.2013.01.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874560257&doi=10.1016%2fj.marpol.2013.01.022&partnerID=40&md5=98b7684e025e669d708a4fae0540be7c","Article","Final","","Scopus","2-s2.0-84874560257"
"Miloslavich P.; Klein E.; Díaz J.M.; Hernández C.E.; Bigatti G.; Campos L.; Artigas F.; Castillo J.; Penchaszadeh P.E.; Neill P.E.; Carranza A.; Retana M.V.; Díaz de Astarloa J.M.; Lewis M.; Yorio P.; Piriz M.L.; Rodríguez D.; Valentin Y.Y.; Gamboa L.; Martín A.","Miloslavich, Patricia (6603641067); Klein, Eduardo (7402149761); Díaz, Juan M. (7401604158); Hernández, Cristián E. (7202905337); Bigatti, Gregorio (6603270408); Campos, Lucia (21733401600); Artigas, Felipe (6603098214); Castillo, Julio (36514299800); Penchaszadeh, Pablo E. (7003995104); Neill, Paula E. (11738826500); Carranza, Alvar (8709007600); Retana, María V. (40662060000); Díaz de Astarloa, Juan M. (6602853762); Lewis, Mirtha (7404189263); Yorio, Pablo (55895062300); Piriz, María L. (6507083255); Rodríguez, Diego (7202482663); Valentin, Yocie Yoneshigue (6503882827); Gamboa, Luiz (6603049125); Martín, Alberto (7404932859)","6603641067; 7402149761; 7401604158; 7202905337; 6603270408; 21733401600; 6603098214; 36514299800; 7003995104; 11738826500; 8709007600; 40662060000; 6602853762; 7404189263; 55895062300; 6507083255; 7202482663; 6503882827; 6603049125; 7404932859","Marine biodiversity in the Atlantic and Pacific coasts of South America: Knowledge and gaps","2011","PLoS ONE","6","1","e14631","","","","235","10.1371/journal.pone.0014631","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551639943&doi=10.1371%2fjournal.pone.0014631&partnerID=40&md5=de091be5101c6998bc239bde617ec69a","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-79551639943"
"Veríssimo D.; Vaughan G.; Ridout M.; Waterman C.; MacMillan D.; Smith R.J.","Veríssimo, Diogo (35180651300); Vaughan, Greg (56740283800); Ridout, Martin (7004794898); Waterman, Carly (57205581970); MacMillan, Douglas (7102853588); Smith, Robert J. (55509629100)","35180651300; 56740283800; 7004794898; 57205581970; 7102853588; 55509629100","Increased conservation marketing effort has major fundraising benefits for even the least popular species","2017","Biological Conservation","211","","","95","101","6","82","10.1016/j.biocon.2017.04.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019179748&doi=10.1016%2fj.biocon.2017.04.018&partnerID=40&md5=11e0c0e9b68f3e7238f2190328bb2286","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85019179748"
"Madeira D.; Narciso L.; Cabral H.N.; Vinagre C.","Madeira, Diana (54401593300); Narciso, Luís (6701859473); Cabral, Henrique N. (7006073782); Vinagre, Catarina (6603872269)","54401593300; 6701859473; 7006073782; 6603872269","Thermal tolerance and potential impacts of climate change on coastal and estuarine organisms","2012","Journal of Sea Research","70","","","32","41","9","152","10.1016/j.seares.2012.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860337645&doi=10.1016%2fj.seares.2012.03.002&partnerID=40&md5=33edf98db18e1f996229928ad7a5f169","Article","Final","","Scopus","2-s2.0-84860337645"
"Jiao M.; Gao G.; Chen X.","Jiao, Min (56428697400); Gao, Guoping (11239265600); Chen, Xinjun (23491495500)","56428697400; 11239265600; 23491495500","Changes in trophic level of marine catches in the northeast Atlantic","2016","Haiyang Xuebao","38","2","","48","63","15","3","10.3969/j.issn.0253-4193.2016.02.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996477088&doi=10.3969%2fj.issn.0253-4193.2016.02.005&partnerID=40&md5=33d134a7aeb176ea3f4dc7c7d344ad85","Article","Final","","Scopus","2-s2.0-84996477088"
"Gamito R.; Pita C.; Teixeira C.; Costa M.J.; Cabral H.N.","Gamito, Rita (6508225690); Pita, Cristina (36832195100); Teixeira, Célia (8346614000); Costa, Maria J. (35350539100); Cabral, Henrique N. (7006073782)","6508225690; 36832195100; 8346614000; 35350539100; 7006073782","Trends in landings and vulnerability to climate change in different fleet components in the Portuguese coast","2016","Fisheries Research","181","","","93","101","8","25","10.1016/j.fishres.2016.04.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982267335&doi=10.1016%2fj.fishres.2016.04.008&partnerID=40&md5=3587a989efa3a313d186f963018dd2f4","Article","Final","","Scopus","2-s2.0-84982267335"
"Agathopoulos S.; Ozyegin L.S.; Ahmad Z.; Gunduz O.; Kayali E.S.; Meydanoglu O.; Oktar F.N.","Agathopoulos, S. (55142324900); Ozyegin, L.S. (35325017700); Ahmad, Z. (55418069300); Gunduz, O. (12797373800); Kayali, E.S. (7004618178); Meydanoglu, O. (12797976500); Oktar, F.N. (6603890996)","55142324900; 35325017700; 55418069300; 12797373800; 7004618178; 12797976500; 6603890996","Nano-bioceramics production from razor shell","2012","Key Engineering Materials","493-494","","","775","780","5","14","10.4028/www.scientific.net/KEM.493-494.775","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81555200469&doi=10.4028%2fwww.scientific.net%2fKEM.493-494.775&partnerID=40&md5=63f363f0728ec431d7d2d8a2f1c4f979","Conference paper","Final","","Scopus","2-s2.0-81555200469"
"Fortibuoni T.; Noventa S.; Rampazzo F.; Gion C.; Formalewicz M.; Berto D.; Raicevich S.","Fortibuoni, Tomaso (24922991300); Noventa, Seta (23493002500); Rampazzo, Federico (26040940900); Gion, Claudia (36243568900); Formalewicz, Malgorzata (55639602500); Berto, Daniela (9746048000); Raicevich, Saša (6506841699)","24922991300; 23493002500; 26040940900; 36243568900; 55639602500; 9746048000; 6506841699","Evidence of butyltin biomagnification along the northern adriatic food-web (mediterranean sea) elucidated by stable isotope ratios","2013","Environmental Science and Technology","47","7","","3370","3377","7","21","10.1021/es304875b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875802317&doi=10.1021%2fes304875b&partnerID=40&md5=f03226408d91f5cd62f3a3e81a60ecf0","Article","Final","","Scopus","2-s2.0-84875802317"
